Участники гражданского оборота,Тип операции,Сумма операции,Вид расчета,Место оплаты,Терминал оплаты,Дата оплаты,Время оплаты,Результат операции,Cash-back,Сумма cash-back
физ. лицо,получение средств,1406.83,наличный,Минск,Белинвестбанк-QQVT-936,11-12-2011,06:51:50,успешно,нет,0.0
физ. лицо,получение средств,4238.97,наличный,Минск,Белинвестбанк-DGJD-677,14-07-2018,08:49:51,успешно,нет,0.0
юр. лицо,получение средств,3856.68,безналичный,Минск,БелАгропромбанк-YRML-423,17-10-2004,09:00:11,успешно,нет,0.0
физ. лицо,списание средств,2600.33,безналичный,Минск,Приорбанк-HRPS-297,15-08-2006,18:55:03,успешно,нет,0.0
юр. лицо,получение средств,2039.77,наличный,Минск,МаксБанк-POQP-573,09-10-2009,20:40:53,успешно,нет,0.0
физ. лицо,списание средств,2700.63,безналичный,Минск,Белинвестбанк-CLGU-046,15-01-2004,06:57:51,неправильный ввод пин-кода,да,36.4
физ. лицо,получение средств,2878.75,безналичный,Минск,МаксБанк-QPJN-399,21-06-2005,23:57:47,успешно,нет,0.0
физ. лицо,списание средств,1296.09,наличный,Минск,Приорбанк-ZOWP-268,01-01-2013,01:40:31,неправильный ввод пин-кода,да,78.76
юр. лицо,получение средств,258.46,наличный,Минск,Белинвестбанк-BUCX-444,04-12-2022,22:56:31,успешно,нет,0.0
физ. лицо,списание средств,3730.21,безналичный,Минск,Приорбанк-DLXU-829,18-12-2023,01:36:03,недостаточно средств,нет,0.0
физ. лицо,получение средств,2280.65,безналичный,Минск,БелАгропромбанк-BHTV-737,26-08-2015,07:38:23,успешно,нет,0.0
юр. лицо,получение средств,1092.16,безналичный,Минск,Белинвестбанк-LJEW-734,13-07-2007,12:53:58,успешно,нет,0.0
юр. лицо,получение средств,1233.83,безналичный,Минск,Беларусбанк-KZAC-050,10-03-2017,05:10:47,успешно,нет,0.0
физ. лицо,списание средств,4815.86,наличный,Минск,МаксБанк-IVXH-442,07-05-2022,09:33:44,успешно,нет,0.0
юр. лицо,получение средств,511.32,безналичный,Минск,Приорбанк-GOPC-333,30-11-2014,20:52:20,успешно,нет,0.0
юр. лицо,получение средств,1968.24,безналичный,Минск,БелАгропромбанк-KIIZ-206,08-06-2017,23:57:12,успешно,нет,0.0
физ. лицо,получение средств,2609.32,наличный,Минск,Беларусбанк-OMIA-952,15-03-2010,07:20:44,успешно,нет,0.0
юр. лицо,списание средств,1357.72,наличный,Минск,МаксБанк-LCJV-079,24-09-2000,07:27:15,неправильный ввод пин-кода,да,132.09
юр. лицо,списание средств,1083.55,безналичный,Минск,Беларусбанк-TBPZ-456,24-03-2016,00:04:25,успешно,да,31.87
физ. лицо,списание средств,4985.94,наличный,Минск,Беларусбанк-RUTP-641,08-02-2018,14:16:16,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,910.22,безналичный,Минск,Белинвестбанк-XGQA-244,20-06-2005,12:35:25,недостаточно средств,нет,0.0
юр. лицо,списание средств,4179.72,безналичный,Минск,Беларусбанк-TSLK-943,24-09-2024,09:31:42,успешно,да,80.65
физ. лицо,получение средств,4313.17,наличный,Минск,БелАгропромбанк-TPFK-766,16-12-2016,07:49:55,успешно,нет,0.0
физ. лицо,получение средств,1339.44,наличный,Минск,Беларусбанк-BJQV-077,04-03-2024,12:06:35,успешно,нет,0.0
физ. лицо,получение средств,2172.93,безналичный,Минск,Приорбанк-SXEL-581,05-02-2016,05:13:44,успешно,нет,0.0
физ. лицо,получение средств,2893.24,наличный,Минск,БелАгропромбанк-GZIH-757,12-05-2024,08:33:39,успешно,нет,0.0
юр. лицо,списание средств,3400.88,наличный,Минск,БелАгропромбанк-DHIF-086,08-01-2019,00:02:40,успешно,да,308.4
физ. лицо,получение средств,3879.48,наличный,Минск,Беларусбанк-WPRV-644,21-11-2023,08:22:45,успешно,нет,0.0
юр. лицо,списание средств,4191.16,безналичный,Минск,БелАгропромбанк-NZSI-797,10-02-2005,10:16:09,успешно,нет,0.0
физ. лицо,списание средств,4912.27,наличный,Минск,Беларусбанк-NTQW-889,20-12-2009,03:30:10,недостаточно средств,да,191.55
юр. лицо,списание средств,4221.4,безналичный,Минск,Белинвестбанк-AXQP-656,27-11-2019,00:02:12,недостаточно средств,да,274.88
юр. лицо,списание средств,1629.78,безналичный,Минск,МаксБанк-TWJE-545,14-09-2002,05:19:53,успешно,нет,0.0
юр. лицо,получение средств,4970.92,безналичный,Минск,МаксБанк-ETVA-246,19-04-2003,22:09:05,успешно,нет,0.0
физ. лицо,списание средств,2681.79,безналичный,Минск,МаксБанк-NMUI-591,07-05-2007,01:04:19,недостаточно средств,нет,0.0
физ. лицо,списание средств,3894.0,безналичный,Минск,Беларусбанк-OKNA-212,24-11-2018,22:20:27,неправильный ввод пин-кода,да,259.03
юр. лицо,списание средств,3255.41,наличный,Минск,Белинвестбанк-ATEX-804,14-08-2018,19:26:04,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,707.89,безналичный,Минск,МаксБанк-WUOY-633,14-07-2014,06:01:50,успешно,да,52.43
юр. лицо,списание средств,788.73,наличный,Минск,Беларусбанк-TTVF-310,17-12-2004,20:51:09,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,506.9,наличный,Минск,МаксБанк-YCPG-012,12-01-2022,17:22:50,недостаточно средств,нет,0.0
юр. лицо,списание средств,3870.38,наличный,Минск,Белинвестбанк-PJBK-515,06-09-2005,16:09:58,недостаточно средств,да,314.4
юр. лицо,списание средств,533.11,безналичный,Минск,Приорбанк-TDKN-739,10-02-2020,08:44:31,успешно,нет,0.0
юр. лицо,получение средств,1461.93,наличный,Минск,БелАгропромбанк-CSCD-484,14-12-2014,22:02:01,успешно,нет,0.0
физ. лицо,списание средств,2716.45,наличный,Минск,Приорбанк-XKLC-343,08-07-2008,21:28:27,неправильный ввод пин-кода,да,140.9
физ. лицо,списание средств,728.63,наличный,Минск,Приорбанк-WWEO-829,22-02-2021,21:13:53,неправильный ввод пин-кода,нет,0.0
юр. лицо,получение средств,4450.98,безналичный,Минск,МаксБанк-LZQZ-953,19-05-2019,01:41:17,успешно,нет,0.0
юр. лицо,получение средств,284.74,безналичный,Минск,Приорбанк-PVOC-443,12-10-2016,09:57:04,успешно,нет,0.0
юр. лицо,получение средств,4598.75,безналичный,Минск,Белинвестбанк-FDUM-227,25-08-2003,07:07:26,успешно,нет,0.0
